mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__max_depth,param_classifier__max_features,param_classifier__min_samples_leaf,param_classifier__min_samples_split,param_classifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
15.257835070292154,0.19649042850423315,0.5637102127075195,0.07759267765051614,12,0.7,4,10,200,"{'classifier__max_depth': 12, 'classifier__max_features': 0.7, 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 200}",0.6631843683497776,0.6569370735405611,0.6570841889117043,0.659068543600681,0.0029109472406834234,39,0.7001809006950395,0.694744758860581,0.6920180722891566,0.6956479106149257,0.0033931012574049037
6.632772445678711,0.234240353117091,0.5189096132914225,0.05184454976364218,20,sqrt,1,2,120,"{'classifier__max_depth': 20, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 120}",0.7834701386923295,0.7746158224245874,0.7935267857142857,0.7838709156104008,0.00772556792905322,6,0.9895505476520207,0.9900741299158186,0.9864355689525245,0.9886867488401213,0.0016061118187475846
9.648574431737265,0.794709452196576,0.9057015577952067,0.2723763700511844,20,sqrt,1,2,200,"{'classifier__max_depth': 20, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 200}",0.785491640691414,0.7768878718535469,0.7947279865395401,0.7857024996948336,0.007284722330184825,5,0.9899244332493703,0.9911949685534591,0.9881790744466801,0.9897661587498364,0.0012363096776908703
6.010985294977824,0.4578662372154452,0.497600793838501,0.02054542850840922,20,sqrt,1,10,120,"{'classifier__max_depth': 20, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 120}",0.7567700640078779,0.7603469640644361,0.7653429602888087,0.7608199961203743,0.0035158173213216217,22,0.906905491397596,0.9148481973434535,0.9044091710758377,0.9087209532722959,0.004450860869379386
9.760595321655273,0.4467272669755289,0.7824539343516032,0.14639887637997398,20,sqrt,1,10,200,"{'classifier__max_depth': 20, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 200}",0.7606541129831517,0.7610531544957775,0.765103914934751,0.7622703941378934,0.002010213688785065,20,0.9099716446124764,0.9156454491374182,0.9079320113314447,0.9111830350271131,0.0032634215938858215
5.268888870875041,0.20239185265415244,0.5286524295806885,0.11497576877982328,20,sqrt,4,2,120,"{'classifier__max_depth': 20, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 120}",0.7405329593267882,0.7464024534088228,0.7466788822721027,0.7445380983359046,0.0028343085095395857,30,0.8623163648787154,0.8705341757610568,0.8564604185623294,0.8631036530673671,0.005772493825097114
9.695329189300537,0.1979200028730853,0.6875569025675455,0.01296283242854348,20,sqrt,4,2,200,"{'classifier__max_depth': 20, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 200}",0.7446558609349307,0.7501779359430605,0.7461520790259591,0.7469952919679835,0.0023318925286914807,28,0.8642710002288854,0.8725388601036269,0.8610857664233577,0.8659652089186234,0.004826737754463399
5.323702812194824,0.35128904955137874,0.5511343479156494,0.11138088896593504,20,sqrt,4,10,120,"{'classifier__max_depth': 20, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 120}",0.7398656474403521,0.7443714821763602,0.7369133574007221,0.7403834956724781,0.003066706309803599,32,0.8576936160562422,0.8613951374687571,0.8485188509874326,0.8558692015041439,0.005412704483017427
9.66646440823873,0.18285484180584247,0.7251583735148112,0.023768978094136316,20,sqrt,4,10,200,"{'classifier__max_depth': 20, 'classifier__max_features': 'sqrt', 'classifier__min_samples_leaf': 4, 'classifier__min_samples_split': 10, 'classifier__n_estimators': 200}",0.7436554132712456,0.7446009389671362,0.7415119963784518,0.7432561162056112,0.0012922771088316148,31,0.8605895072265848,0.8626780626780627,0.8510494245091401,0.8581056648045958,0.005061844940262034
11.049971659978231,0.19590905677468629,0.4001005490620931,0.022253172105804395,20,0.7,1,2,120,"{'classifier__max_depth': 20, 'classifier__max_features': 0.7, 'classifier__min_samples_leaf': 1, 'classifier__min_samples_split': 2, 'classifier__n_estimators': 120}",0.7831460674157303,0.7731611454239191,0.7907752153375938,0.7823608093924145,0.007212319892764099,8,0.9863835103060588,0.9881324172392255,0.9839452395768513,0.9861537223740452,0.0017171130936052062
